,product_id,item_price,total_amount,payment_status,price_label
21347,49718,183022,382087,Success,middle price
21348,31662,210104,536072,Success,middle price
21349,19282,315968,536072,Success,middle price
21350,3249,193013,203013,Success,middle price
21352,36903,279905,1094874,Success,middle price
21353,6545,197436,1094874,Success,middle price
21354,54089,257186,1094874,Success,middle price
21355,6586,160544,496632,Failed,low price
21357,14726,333398,3438655,Success,middle price
21359,27188,269027,3438655,Success,middle price
21361,37222,191009,3438655,Success,middle price
21362,57112,197242,3438655,Success,middle price
21363,35001,309217,3438655,Success,middle price
21364,2805,158808,3438655,Success,low price
21366,9954,202441,3438655,Success,middle price
21368,23159,167395,175701,Success,low price
21369,49250,155412,160412,Success,low price
21370,4688,322919,332919,Success,middle price
21371,57397,108768,1746555,Success,low price
21372,58641,165446,1746555,Success,low price
21375,43787,273350,1746555,Success,middle price
21376,6062,98398,1746555,Success,low price
21377,26722,191727,201727,Success,middle price
21379,8143,208487,1390653,Success,middle price
21380,11799,185868,1390653,Success,middle price
21381,43410,119466,129466,Success,low price
21383,59369,162300,170527,Success,low price
21384,21591,291222,301222,Success,middle price
21385,57063,231398,465895,Success,middle price
21388,58504,310136,320136,Success,middle price
21389,6939,328659,326917,Success,middle price
21390,31698,283204,4112511,Success,middle price
21391,27305,229830,4112511,Success,middle price
21392,28371,295845,4112511,Success,middle price
21393,5216,169861,4112511,Success,low price
21394,48067,95803,4112511,Success,low price
21396,8396,242646,4112511,Success,middle price
21397,44379,430199,4112511,Success,high price
21399,37903,221550,4112511,Success,middle price
21400,17216,283157,4112511,Success,middle price
21403,59926,218672,4112511,Success,middle price
21404,54767,191105,4112511,Success,middle price
21405,51677,232979,931916,Success,middle price
21406,12802,346931,356931,Success,high price
21409,14091,163771,173771,Success,low price
21411,53469,188986,198986,Success,middle price
21412,47271,244767,568219,Success,middle price
21413,16916,159763,568219,Success,low price
21415,57051,269971,568219,Success,middle price
21418,22110,283857,1135428,Success,middle price
21421,13961,70223,210912,Success,low price
21424,39989,163823,210912,Success,low price
21427,19928,214848,221162,Success,middle price
21428,39195,192992,221162,Success,middle price
21429,34747,373911,221162,Success,high price
21430,33365,221945,448890,Success,middle price
21433,24428,230513,448890,Success,middle price
21435,13476,190022,105420,Success,middle price
21437,48004,231653,231653,Success,middle price
21438,38616,245448,255448,Success,middle price
21439,44186,211290,526227,Success,middle price
21441,48155,115973,115973,Success,low price
21442,23710,260800,267768,Success,middle price
21445,10140,316738,980068,Success,middle price
21447,7108,119357,126744,Success,low price
21449,16282,223377,1191586,Success,middle price
21452,12040,218427,210436,Failed,middle price
21453,55836,323954,323954,Failed,middle price
21454,11551,162878,162878,Success,low price
21456,9493,376152,162878,Success,high price
21457,2749,156749,164179,Success,low price
21458,34063,181988,164179,Success,middle price
21460,19103,370725,981436,Success,high price
21461,23778,190673,981436,Success,middle price
21463,3817,204259,1047519,Success,middle price
21464,59632,457709,1047519,Success,high price
21465,36122,222573,1047519,Success,middle price
21466,44056,41381,1047519,Success,low price
21467,45892,111597,1047519,Success,low price
21468,40547,342229,339964,Success,high price
21469,56676,60199,67323,Success,low price
21471,48981,482009,1015111,Success,high price
21473,20975,139282,1015111,Success,low price
21474,27311,208778,213778,Success,middle price
21475,24114,408396,418396,Success,high price
21480,41009,307020,322020,Success,middle price
21481,27478,93327,103327,Success,low price
21483,5638,112830,677922,Success,low price
21488,20162,398299,2489607,Success,high price
21489,27021,179237,2489607,Success,low price
21490,42547,176013,2489607,Success,low price
21493,47035,372273,2489607,Success,high price
21494,51150,307401,2489607,Success,middle price
21495,55992,253753,2489607,Success,middle price
21498,51932,228531,238531,Success,middle price
21501,59098,401239,405141,Success,high price
21502,57823,260601,1369751,Success,middle price
21503,27139,219830,1369751,Success,middle price
21504,32324,446680,450543,Success,high price
21505,8152,393876,397423,Success,high price
21506,21449,254509,304509,Success,middle price
21509,26996,152579,1078053,Success,low price
21511,6014,184610,191042,Success,middle price
21514,9067,296359,304582,Success,middle price
21516,40538,462972,1165080,Success,high price
21517,17692,346054,1165080,Success,high price
21518,21917,136647,138840,Success,low price
21520,30263,168779,3430414,Success,low price
21521,39960,199701,3430414,Success,middle price
21522,4838,249913,3430414,Success,middle price
21523,6812,234466,3430414,Success,middle price
21525,29128,173106,3430414,Success,low price
21527,43387,106495,3430414,Success,low price
21528,4413,288266,3430414,Success,middle price
21529,6200,285540,3430414,Success,middle price
21534,11368,339612,347714,Success,high price
21535,45996,411176,421176,Success,high price
21536,49595,468371,421176,Success,high price
21537,33225,246836,421176,Success,middle price
21538,9439,241839,421176,Success,middle price
21539,22836,124227,421176,Success,low price
21541,6248,288426,290651,Success,middle price
21542,7579,406819,401530,Success,high price
21544,25098,302823,352823,Success,middle price
21545,34877,325077,1310308,Success,middle price
21546,38643,253210,510208,Success,middle price
21547,13308,333648,343648,Success,middle price
21548,24187,258698,258698,Success,middle price
21549,6594,403521,413521,Success,high price
21550,17594,169976,339947,Success,low price
21554,51887,318872,306638,Success,middle price
21556,10480,369870,749740,Success,high price
21557,9380,143570,153570,Success,low price
21558,2383,290049,153570,Success,middle price
21559,22093,173651,781891,Success,low price
21563,52675,355616,351993,Success,high price
21564,24952,326446,336446,Success,middle price
21565,3996,191511,201511,Success,middle price
21567,16064,120234,5034615,Success,low price
21568,4201,216557,5034615,Success,middle price
21569,9710,158367,5034615,Success,low price
21570,20529,342936,5034615,Success,high price
21571,36830,322216,5034615,Success,middle price
21572,17882,559514,5034615,Success,high price
21577,20421,292015,5034615,Success,middle price
21582,22004,365883,1723824,Success,high price
21583,26494,273106,1723824,Success,middle price
21584,52082,227509,237509,Success,middle price
21585,48859,261665,528283,Success,middle price
21586,24306,263678,528283,Success,middle price
21588,13339,182671,197671,Success,middle price
21589,29964,126765,133302,Failed,low price
21590,23500,246281,980363,Success,middle price
21592,21977,164356,81738,Success,low price
21594,36409,211133,618144,Success,middle price
21596,35430,182386,201729,Success,middle price
21597,16239,111218,121218,Success,low price
21598,16009,222273,224812,Success,middle price
21599,22648,217871,224812,Success,middle price
21600,3464,151728,151728,Success,low price
21601,5142,370531,380531,Success,high price
21602,11843,356670,380531,Success,high price
21603,5171,138499,138499,Success,low price
21604,47414,209428,414978,Success,middle price
21605,51448,425658,432444,Success,high price
21606,9835,316997,321997,Success,middle price
21607,6099,238168,619765,Success,middle price
21608,2339,213017,619765,Success,middle price
21609,33622,153580,619765,Success,low price
21612,4558,55823,65823,Success,low price
21613,12311,107382,108467,Success,low price
21614,28033,174285,199285,Success,low price
21615,26685,207607,217607,Success,middle price
21618,10199,510184,292798,Success,high price
21621,18034,364858,292798,Success,high price
21622,33710,295525,1216424,Success,middle price
21623,25152,350457,1216424,Success,high price
21625,54142,177526,1216424,Success,low price
21628,19026,437575,1216424,Success,high price
21630,59929,102485,107947,Success,low price
21631,57716,176999,182765,Success,low price
21632,36519,467552,464156,Success,high price
21634,9926,278989,278989,Success,middle price
21635,5884,118627,128627,Success,low price
21636,35876,262363,262363,Success,middle price
21641,22738,252987,262363,Success,middle price
21644,34550,252623,252623,Success,middle price
21645,9218,207521,252623,Success,middle price
21648,23736,144285,530686,Success,low price
21649,47143,712723,530686,Success,high price
21650,37737,150864,150864,Success,low price
21651,48990,170760,159860,Success,low price
21652,44693,290962,295962,Success,middle price
21653,57155,162919,482276,Success,low price
21657,52328,437925,1134773,Success,high price
21658,2893,431763,441763,Success,high price
21659,9606,393426,393426,Success,high price
21660,39836,178705,228705,Success,low price
21661,53045,307288,322288,Success,middle price
21662,17529,118094,600470,Success,low price
21664,54967,296848,292120,Success,middle price
21668,18884,135808,841156,Success,low price
21670,6808,156862,166041,Success,low price
21671,11856,135341,542946,Success,low price
21673,29864,258143,258143,Success,middle price
21674,39851,395327,632843,Success,high price
21677,53680,161376,326122,Success,low price
21679,19238,335665,301285,Success,high price
21680,56620,235118,235118,Success,middle price
21681,52222,293352,303352,Success,middle price
21682,52309,345493,343559,Success,high price
21683,14962,146245,302490,Success,low price
21686,4903,142587,157587,Success,low price
21687,53794,337206,347206,Success,high price
21688,14348,331266,347206,Success,middle price
21690,11704,235374,238475,Success,middle price
21691,54153,427026,1070930,Success,high price
21692,13303,216219,1070930,Success,middle price
21693,52904,486211,496211,Success,high price
21695,49245,145358,145358,Success,low price
21703,47492,551799,1029280,Success,high price
21704,8695,152691,1029280,Success,low price
21705,2213,47743,1029280,Success,low price
21706,47123,267047,1029280,Success,middle price
21708,53800,371665,374874,Success,high price
21710,29558,227779,374874,Success,middle price
21711,11743,165412,171869,Success,low price
21712,39276,288840,171869,Success,middle price
21716,8465,211430,7057056,Success,middle price
21717,5479,141652,7057056,Success,low price
21718,32613,333725,7057056,Success,middle price
21720,49822,292047,7057056,Success,middle price
21721,4746,484855,7057056,Success,high price
21723,27942,328069,338069,Success,middle price
21724,10126,213145,848817,Success,middle price
21725,39474,250061,250061,Success,middle price
21726,57300,210430,216746,Success,middle price
21727,15323,421390,420952,Success,high price
21728,11289,273460,753921,Success,middle price
21729,18199,274428,753921,Success,middle price
21730,58250,211187,753921,Success,middle price
21735,1758,276775,828991,Success,middle price
21736,16936,293676,293986,Success,middle price
21737,3689,245348,293986,Success,middle price
21739,3251,130470,140470,Success,low price
21740,25958,261641,258928,Success,middle price
21741,16375,642392,1294784,Success,high price
21742,12213,220569,1092684,Success,middle price
21743,51769,288468,1092684,Success,middle price
21752,41266,440747,927309,Success,high price
21753,24159,269386,927309,Success,middle price
21755,35136,236752,244693,Success,middle price
21756,6842,337630,1698150,Success,high price
21757,31688,108269,118269,Success,low price
21758,39293,237382,237382,Success,middle price
21759,51586,127945,148233,Success,low price
21760,59759,537924,148233,Success,high price
21764,48257,73657,78657,Success,low price
21765,16817,348509,348509,Success,high price
21766,18829,219095,1355015,Success,middle price
21770,28344,215683,862732,Success,middle price
21771,19589,374158,748316,Success,high price
21772,14287,137462,1116827,Failed,low price
21773,59457,260395,1116827,Failed,middle price
21774,44991,230356,1116827,Failed,middle price
21775,11823,400505,1116827,Failed,high price
21776,40129,78109,1116827,Failed,low price
21777,19112,255427,259263,Success,middle price
21782,44588,287795,337795,Success,middle price
21785,22597,157142,167142,Success,low price
21790,30079,207269,364945,Success,middle price
21792,4733,288012,293012,Success,middle price
21794,50514,205236,213406,Success,middle price
21795,34473,249258,785006,Success,middle price
21796,11611,276490,785006,Success,middle price
21798,20118,158666,936893,Success,low price
21799,4256,338175,936893,Success,high price
21800,4584,251941,936893,Success,middle price
21802,20928,352731,320155,Success,high price
21804,15870,366517,320155,Success,high price
21806,3201,403177,413177,Success,high price
21808,40456,343572,353572,Success,high price
21809,29264,190708,427497,Success,middle price
21812,12421,270448,427497,Success,middle price
21814,15305,202320,427497,Success,middle price
21815,5936,298982,427497,Success,middle price
21816,57487,344544,427497,Success,high price
21818,46039,332891,1754446,Success,middle price
21819,55273,58011,1754446,Success,low price
21820,55133,381320,1754446,Success,high price
21823,10596,287158,287158,Success,middle price
21824,5569,146219,156219,Success,low price
21825,34021,278311,293311,Failed,middle price
21827,51021,148811,158811,Success,low price
21828,35308,164312,174312,Success,low price
21829,18922,123290,123886,Success,low price
21830,45863,225240,2224105,Success,middle price
21831,52836,299722,2224105,Success,middle price
21833,3517,462288,2224105,Success,high price
21835,23195,134254,144254,Success,low price
21836,36769,180767,184058,Success,low price
21837,23812,367770,367957,Success,high price
21839,10771,285148,583990,Success,middle price
21842,22792,185119,564865,Success,middle price
21844,31143,290219,294067,Success,middle price
21845,9323,206725,294067,Success,middle price
21846,15954,57436,67436,Success,low price
21849,49537,221012,231012,Success,middle price
21850,28373,278841,288841,Success,middle price
21851,13935,173766,183766,Success,low price
21854,45897,41522,46522,Success,low price
21855,57509,456910,46522,Success,high price
21857,39672,351685,46522,Success,high price
21859,27715,517114,46522,Success,high price
21860,45019,108455,101763,Success,low price
21862,4437,285222,101763,Success,middle price
21866,55813,202468,517699,Success,middle price
21869,50654,239404,953068,Success,middle price
21870,8192,194386,392409,Success,middle price
21871,20767,401902,2004982,Success,high price
21873,3417,302755,309689,Success,middle price
21875,23036,373951,886742,Success,high price
21878,15793,328983,1012048,Success,middle price
21879,36250,303426,303426,Success,middle price
21880,59892,252747,262747,Success,middle price
21881,21234,283739,1022537,Success,middle price
21883,3952,284833,1022537,Success,middle price
21884,17771,280916,1022537,Success,middle price
21885,42242,175630,175630,Success,low price
21886,15601,458712,465186,Success,high price
21887,56580,125790,630547,Success,low price
21888,33340,301211,630547,Success,middle price
21890,54982,454998,456698,Success,high price
21892,29917,366710,750303,Success,high price
21893,12465,123338,557668,Success,low price
21895,57981,101566,96850,Success,low price
21896,15864,319877,327740,Success,middle price
21897,51552,386238,1932138,Success,high price
21901,50783,176074,278414,Success,low price
21903,6665,140736,278414,Success,low price
21904,16150,223570,278414,Success,middle price
21905,56957,173483,353076,Success,low price
21908,39622,150918,156085,Success,low price
21909,13180,273373,281528,Success,middle price
21910,55867,324119,349119,Success,middle price
21911,33657,308838,623579,Success,middle price
21912,5451,277667,287667,Success,middle price
21914,8933,114923,410607,Failed,low price
21915,57187,270738,280738,Success,middle price
21916,21923,162690,162690,Success,low price
21919,6120,300423,911269,Success,middle price
21920,40428,126143,574496,Success,low price
21921,59927,83116,574496,Success,low price
21922,39177,350461,574496,Success,high price
21924,2052,261460,262228,Success,middle price
21927,17990,340935,350935,Success,high price
21928,8223,298656,350935,Success,middle price
21930,27328,106428,490851,Success,low price
21933,53089,400213,1615852,Success,high price
21934,59897,211489,1615852,Success,middle price
21935,10082,204632,1045200,Failed,middle price
21936,11064,319411,327614,Success,middle price
21937,5622,144394,381004,Failed,low price
21938,58856,250160,381004,Failed,middle price
21939,58204,153071,459213,Failed,low price
21940,29875,266622,276622,Success,middle price
21941,7931,209590,202678,Success,middle price
21943,44447,450689,460689,Success,high price
21944,34826,170258,175065,Success,low price
21945,59122,244020,294020,Success,middle price
21947,51565,244558,251870,Success,middle price
21949,7888,249984,739339,Success,middle price
21950,27812,479355,739339,Success,high price
21951,18732,173443,173443,Success,low price
21953,34265,259980,269980,Success,middle price
21954,52367,478716,488716,Success,high price
21955,57701,211470,219375,Success,middle price
21957,48065,79491,89491,Success,low price
21962,19081,295140,297384,Success,middle price
21963,10088,313312,297384,Success,middle price
21964,25141,378859,297384,Success,high price
21965,5590,603239,297384,Success,high price
21966,34732,290839,297384,Success,middle price
21967,32563,298340,300705,Success,middle price
21971,12487,568804,300705,Success,high price
21973,50350,163665,164740,Success,low price
21974,26676,281064,281064,Success,middle price
21975,39297,98632,94448,Success,low price
21983,17500,429927,4734287,Success,high price
21984,29705,99209,1071259,Success,low price
21986,33910,173345,1071259,Success,low price
21987,7490,348006,1071259,Success,high price
21988,56102,137601,1071259,Success,low price
21993,48028,213147,4482646,Success,middle price
21994,41486,151899,4482646,Success,low price
21995,51436,157956,4482646,Success,low price
21996,47034,171203,4482646,Success,low price
21997,26678,680324,4482646,Success,high price
21999,22383,281897,1980053,Success,middle price
22001,39855,300152,305870,Success,middle price
22003,44456,488477,305870,Success,high price
22008,5537,367961,305870,Success,high price
22011,34806,99438,109438,Failed,low price
22012,59516,289756,298078,Success,middle price
22014,30459,331554,341554,Success,middle price
22015,31323,403749,3235952,Success,high price
22016,32522,277715,302715,Success,middle price
22018,19413,265370,435398,Success,middle price
22021,13919,126664,312099,Success,low price
22022,55837,293339,895017,Success,middle price
22023,18619,361802,448289,Success,high price
22024,29147,76487,448289,Success,low price
22025,25640,56075,220772,Success,low price
22026,20833,157989,220772,Success,low price
22027,24135,92295,94234,Success,low price
22028,55506,308443,308443,Success,middle price
22030,44718,345481,339324,Success,high price
22032,27896,174025,184025,Success,low price
22033,34938,271342,857234,Success,middle price
22034,28331,359991,369991,Success,high price
22037,24450,306150,369991,Success,middle price
22038,31844,341198,341198,Success,high price
22039,15951,318186,328186,Success,middle price
22040,20165,509102,524102,Success,high price
22041,28990,285012,327558,Success,middle price
22042,21998,281367,327558,Success,middle price
22043,59400,273302,1371054,Success,middle price
22046,53890,350011,1371054,Success,high price
22047,13634,184089,190893,Success,middle price
22051,24670,267803,190893,Success,middle price
22053,3218,451728,190893,Success,high price
22055,56518,146363,148060,Success,low price
22056,4854,108998,108998,Success,low price
22058,7935,98380,364113,Success,low price
22062,46997,363369,950650,Success,high price
22063,19257,122365,950650,Success,low price
22066,46836,165779,175779,Success,low price
22067,34763,94811,104811,Success,low price
22069,23089,438634,1764536,Success,high price
22070,29221,201099,216099,Success,middle price
22071,23954,456581,456581,Success,high price
22073,26432,443050,456581,Success,high price
22075,12643,168268,406134,Success,low price
22078,8978,223947,406134,Success,middle price
22081,57675,399314,2951391,Success,high price
22082,48532,337558,2951391,Success,high price
22084,54918,334153,339153,Success,middle price
22085,42054,216930,226345,Success,middle price
22086,41593,311623,333430,Success,middle price
22087,22323,403746,811850,Success,high price
22088,53747,179052,811850,Success,low price
22090,1554,57105,67105,Failed,low price
22091,27001,132395,132395,Success,low price
22092,25841,443970,753418,Success,high price
22093,32322,171636,753418,Success,low price
22095,26490,396684,396684,Success,high price
22096,29220,327339,326930,Success,middle price
22100,24148,391275,391275,Success,high price
22102,44493,187403,2357720,Success,middle price
22103,42429,321542,331542,Success,middle price
22104,52375,227519,2026521,Success,middle price
22105,43881,218572,2026521,Success,middle price
22110,39661,152601,2026521,Success,low price
22111,3595,455531,2026521,Success,high price
22112,55547,204607,211310,Success,middle price
22113,2625,258773,211310,Success,middle price
22114,7048,143242,211310,Success,low price
22118,22656,197893,230327,Success,middle price
22119,6527,215813,436626,Success,middle price
22120,56673,228238,466476,Success,middle price
22121,43554,384511,4993087,Success,high price
22123,31902,125269,1167511,Success,low price
22124,31661,279440,1167511,Success,middle price
22126,28597,265617,1167511,Success,middle price
22128,4860,297744,309390,Failed,middle price
22129,6695,425455,435455,Success,high price
22131,3084,188932,940198,Success,middle price
22136,25286,344262,482109,Success,high price
22137,38436,277522,482109,Success,middle price
22139,26526,327429,482109,Success,middle price
22141,58268,285019,482109,Success,middle price
22142,50239,503144,482109,Success,high price
22146,4667,182883,459335,Success,middle price
22147,6636,190428,459335,Success,middle price
22148,23795,178690,459335,Success,low price
22150,22148,188495,459335,Success,middle price
22151,18031,186711,196711,Success,middle price
22152,11740,385920,966030,Success,high price
22153,34448,290552,966030,Success,middle price
22154,31298,283537,966030,Success,middle price
22155,53787,157828,896576,Success,low price
22156,7622,288852,896576,Success,middle price
22157,48626,282068,896576,Success,middle price
22158,44223,285633,290922,Success,middle price
22160,15028,131346,661730,Success,low price
22164,17853,335790,711267,Success,high price
22165,52876,207631,711267,Success,middle price
22166,4251,420463,428335,Success,high price
22167,36312,296580,311580,Success,middle price
22168,18865,271152,271117,Success,middle price
22169,31710,119932,169932,Success,low price
22170,10849,450773,906188,Success,high price
22172,29399,193615,390149,Success,middle price
22173,9413,366984,369444,Success,high price
22176,6776,197288,3932133,Success,middle price
22177,45751,306707,3932133,Success,middle price
22178,36538,275930,3932133,Success,middle price
22179,46865,368475,3932133,Success,high price
22180,30608,259318,3932133,Success,middle price
22181,13728,98852,108852,Success,low price
22182,33029,286038,624946,Success,middle price
22183,10099,342855,624946,Success,high price
22184,39399,165427,171822,Success,low price
22185,12881,410874,171822,Success,high price
22186,9660,82715,82715,Success,low price
22188,55316,102799,106754,Success,low price
22191,38318,327057,352057,Success,middle price
22192,40169,185467,367198,Failed,middle price
22193,51506,221612,1100447,Success,middle price
22194,17546,224888,1100447,Success,middle price
22195,21424,240502,1100447,Success,middle price
22201,6201,223714,56688,Success,middle price
22203,18411,210324,56688,Success,middle price
22204,57353,238917,244722,Success,middle price
22206,12446,202342,553836,Success,middle price
22210,42558,505814,955492,Success,high price
22211,43759,282384,955492,Success,middle price
22213,34760,119479,955492,Success,low price
22214,12909,197975,195064,Success,middle price
22215,38418,227327,581994,Success,middle price
22217,34507,274294,581994,Success,middle price
22218,19924,256453,256453,Success,middle price
22219,32199,159318,159318,Success,low price
22221,36412,431559,1301210,Success,high price
22222,52658,386600,1301210,Success,high price
22223,54515,233086,1301210,Success,middle price
22224,14738,260937,2700299,Success,middle price
22225,46955,105193,2700299,Success,low price
22226,3064,229770,2700299,Success,middle price
22227,46688,236819,2700299,Success,middle price
22230,53119,331767,1956950,Success,middle price
22233,16457,452088,901356,Success,high price
22235,58870,398250,1758426,Success,high price
22236,24681,379549,1758426,Success,high price
22238,35301,545015,1758426,Success,high price
22239,49615,317925,1758426,Success,middle price
22241,21008,358318,531110,Success,high price
22243,40210,68622,1525732,Success,low price
22244,44003,252226,1525732,Success,middle price
22245,26942,399376,1525732,Success,high price
22248,9707,350720,360720,Success,high price
22250,21247,349690,358049,Success,high price
22252,27489,230394,237442,Success,middle price
22254,3476,445880,5806440,Success,high price
22255,45561,268302,4891839,Success,middle price
22256,36486,298078,4891839,Success,middle price
22257,12452,290473,4891839,Success,middle price
22258,13609,167239,4891839,Success,low price
22262,52827,395469,837662,Success,high price
22263,8817,110886,226951,Success,low price
22264,39342,180006,185006,Success,low price
22265,51184,484201,494201,Success,high price
22269,47402,115692,222813,Success,low price
22270,51918,284176,222813,Success,middle price
22272,22404,139614,149614,Success,low price
22273,34888,333659,149614,Success,middle price
22275,45649,217679,227679,Success,middle price
22276,54123,307529,227679,Success,middle price
22277,8088,308368,227679,Success,middle price
22278,4024,400054,227679,Success,high price
22279,9914,305746,227679,Success,middle price
22290,22752,258103,2774665,Success,middle price
22291,18346,153985,2774665,Success,low price
22292,46532,210160,220160,Success,middle price
22294,2975,323534,647068,Success,middle price
22295,11592,153988,312976,Success,low price
22298,19455,269362,316994,Success,middle price
22301,28980,251489,784183,Success,middle price
22303,40454,183306,784183,Success,middle price
22305,44722,214866,214866,Success,middle price
22306,18964,172232,336633,Success,low price
22308,7568,312626,635252,Success,middle price
22309,49787,406768,416768,Success,high price
22310,9105,158709,168709,Success,low price
22312,3861,211420,215163,Success,middle price
22314,31794,121062,490741,Success,low price
22315,50577,229831,1135864,Success,middle price
22319,12701,382337,227090,Success,high price
22324,30203,233872,367304,Success,middle price
22325,49588,128068,367304,Success,low price
22327,6520,155302,201627,Success,low price
22330,48480,242366,201627,Success,middle price
22332,53751,375928,385928,Success,high price
22336,4286,244571,254571,Success,middle price
22337,5919,111055,254571,Success,low price
22343,51553,302823,296635,Success,middle price
22345,54511,489114,296635,Success,high price
22346,40791,316393,296635,Success,middle price
22347,24256,305016,296635,Success,middle price
22348,53345,138067,138067,Success,low price
22349,25769,443592,453592,Success,high price
22350,14686,289220,299220,Success,middle price
22351,10071,282445,700258,Success,middle price
22352,28502,169664,700258,Success,low price
22353,55181,238149,700258,Success,middle price
22354,15168,152156,158331,Success,low price
22355,35999,153065,163065,Success,low price
22356,13322,300665,294776,Success,middle price
22358,39144,128049,2554924,Success,low price
22359,49804,259269,2554924,Success,middle price
22361,57915,265301,270195,Success,middle price
22365,52129,340934,355934,Success,high price
22366,58954,340999,345999,Success,high price
22367,57167,260923,270923,Success,middle price
22368,19630,194527,204527,Success,middle price
22369,33768,308257,204527,Success,middle price
22375,22866,283657,69695,Success,middle price
22376,43625,482868,69695,Success,high price
22378,3366,94664,100925,Success,low price
22379,15037,409438,405347,Success,high price
22380,18241,296864,346864,Success,middle price
22382,28642,345804,360804,Success,high price
22384,24191,223490,453407,Success,middle price
22390,27767,280096,290096,Success,middle price
22392,23237,270012,272315,Success,middle price
22393,30035,237171,235415,Success,middle price
22394,23575,489541,3603632,Success,high price
22396,44874,518373,3603632,Success,high price
22397,3871,481028,3603632,Success,high price
22398,43300,346672,3603632,Success,high price
22400,24757,196285,3603632,Success,middle price
22401,56137,136717,3603632,Success,low price
22402,34770,225358,3603632,Success,middle price
22404,14072,253703,263703,Success,middle price
22405,27941,344002,350272,Success,high price
22408,27775,275221,285221,Success,middle price
22409,34892,310981,316598,Success,middle price
22412,22532,248724,258724,Success,middle price
22414,8681,163936,337872,Success,low price
22416,6798,310079,320079,Success,middle price
22421,19400,173481,632509,Success,low price
22422,31315,138735,408549,Success,low price
22423,2627,269814,408549,Success,middle price
22425,39213,456521,764207,Success,high price
22426,48596,289688,293907,Success,middle price
22428,52991,266605,266605,Success,middle price
22429,18700,365850,897697,Success,high price
22434,31014,130089,282466,Success,low price
22437,54536,318871,282466,Success,middle price
22439,5043,214384,282466,Success,middle price
22446,28563,207373,212373,Success,middle price
22450,28434,445667,1423264,Success,high price
22451,56647,247665,1423264,Success,middle price
22452,38128,361787,1423264,Success,high price
22453,48378,204530,828120,Success,middle price
22454,16895,672043,682043,Success,high price
22455,4511,342441,682043,Success,high price
22456,2336,202023,202023,Success,middle price
22457,56843,148392,269845,Success,low price
22459,25053,291484,294541,Success,middle price
22460,21728,242253,294541,Success,middle price
22463,39591,293631,294541,Success,middle price
22464,57687,153595,160479,Success,low price
22465,49769,342244,347015,Success,high price
22466,33519,553898,1112463,Failed,high price
22469,48657,177058,177058,Success,low price
22471,14485,168505,5427642,Success,low price
22472,4301,314352,5427642,Success,middle price
22474,21645,320381,5427642,Success,middle price
22475,38739,305839,5427642,Success,middle price
22476,4610,388517,5427642,Success,high price
22478,14727,339071,5427642,Success,high price
22483,59713,360141,370141,Success,high price
22484,51609,243269,248321,Success,middle price
22486,15352,422538,248321,Success,high price
22487,8314,320779,641558,Success,middle price
22489,35666,316291,427282,Success,middle price
22493,49489,259112,331843,Success,middle price
22497,14133,229307,4327339,Success,middle price
22499,30160,546038,4327339,Success,high price
22500,31696,188978,4327339,Success,middle price
22502,38844,253373,4327339,Success,middle price
22503,55827,220148,4327339,Success,middle price
22504,40576,143402,4327339,Success,low price
22507,36493,98879,4327339,Success,low price
22509,4451,360750,4327339,Success,high price
22510,48250,185892,4327339,Success,middle price
22511,13666,452248,453708,Success,high price
22512,43705,427687,427383,Success,high price
22517,45255,217149,4089676,Success,middle price
22518,45198,204433,4089676,Success,middle price
22519,9237,157126,4089676,Success,low price
22520,46936,301801,4089676,Success,middle price
22521,43389,141536,4089676,Success,low price
22522,38174,187809,186468,Success,middle price
22524,27409,298369,313369,Success,middle price
22526,12380,366144,426365,Success,high price
22527,57966,340159,683375,Success,high price
22530,33845,246947,683375,Success,middle price
22531,49839,431551,873102,Success,high price
22532,29774,198261,198261,Success,middle price
22533,45426,204654,200631,Success,middle price
22534,12827,128200,271438,Success,low price
22535,55455,133238,271438,Success,low price
22538,59982,278257,271438,Success,middle price
22540,11871,295023,300023,Success,middle price
22542,37066,183987,193987,Success,middle price
22543,53927,279494,193987,Success,middle price
22545,14665,153562,153562,Success,low price
22546,18234,236701,246701,Success,middle price
22548,20328,119915,124915,Success,low price
22551,41592,191465,2902130,Success,middle price
22552,30762,499788,2902130,Success,high price
22553,1793,307026,2902130,Success,middle price
22554,43163,102024,2902130,Success,low price
22556,39217,239399,2902130,Success,middle price
22558,10739,227811,2902130,Success,middle price
22559,10008,307670,317670,Success,middle price
22561,47302,490262,317670,Success,high price
22563,36234,341174,1715870,Success,high price
22566,15663,526365,112107,Success,high price
22567,57609,192015,384030,Success,middle price
22569,4460,77654,84005,Success,low price
22570,19841,123438,113407,Success,low price
22571,36921,276757,280206,Success,middle price
22572,8840,279448,739100,Success,middle price
22573,19406,182870,739100,Success,middle price
22575,52060,370580,5566234,Success,high price
22576,6623,283110,5566234,Success,middle price
22578,42688,254050,438597,Success,middle price
22580,39341,388714,438597,Success,high price
22581,16983,335075,680150,Success,high price
22582,41783,331439,334396,Success,middle price
22583,22007,295171,291580,Success,middle price
22584,40017,348875,358875,Success,high price
22585,36888,281761,326370,Success,middle price
22587,15006,176571,541730,Success,low price
22588,46514,315159,541730,Success,middle price
22589,3151,118870,118870,Success,low price
22591,27476,477831,2825100,Success,high price
22592,41681,120056,2825100,Success,low price
22594,47518,222689,2825100,Success,middle price
